"","p_val","avg_logFC","pct.1","pct.2","p_val_adj","cluster","gene"
"Top2a",1.00261308414335e-113,0.409395892353693,0.95,0.698,1.89584108080666e-109,"1","Top2a"
"Mpp6",1.03973951810609e-113,0.343188299788025,0.896,0.631,1.9660434547868e-109,"1","Mpp6"
"Hacd1",1.15610212269704e-113,0.277606149700912,0.698,0.362,2.18607350380784e-109,"1","Hacd1"
"Smarca5",1.4767913321511e-113,0.360248252316539,0.962,0.826,2.79246472996451e-109,"1","Smarca5"
"Rrs1",2.13275960240863e-113,0.345645148593797,0.917,0.66,4.03283513219448e-109,"1","Rrs1"
"Pkm",3.96121778302323e-113,0.413091887823974,0.999,0.982,7.49026670591863e-109,"1","Pkm"
"Hspa4",2.74588855125511e-112,0.340165122344067,0.976,0.858,5.19220066156829e-108,"1","Hspa4"
"Hk2",5.44110512446205e-112,0.260106794555792,0.715,0.348,1.02885856798453e-107,"1","Hk2"
"Txnl4a",7.56039891756572e-112,0.333126465365644,0.979,0.915,1.4295958313225e-107,"1","Txnl4a"
"Ube2c",9.03837186073414e-112,0.402894722938798,0.972,0.739,1.70906573514622e-107,"1","Ube2c"
"Polr2h",1.45024027771731e-111,0.352026454042618,0.961,0.799,2.74225934113566e-107,"1","Polr2h"
"Ncl",2.11698002686645e-111,0.374394077263926,1,0.989,4.00299753280178e-107,"1","Ncl"
"Pcbp2",2.50595513005739e-111,0.296837401559231,0.999,0.976,4.73851055542552e-107,"1","Pcbp2"
"Lsm10",2.83872866852208e-111,0.268072706729446,0.734,0.393,5.36775203930841e-107,"1","Lsm10"
"Eif5a",2.58329982622909e-110,0.346350079746097,1,0.993,4.88476164141659e-106,"1","Eif5a"
"Srsf3",3.07455889258491e-109,0.335915933694771,1,0.972,5.8136834099888e-105,"1","Srsf3"
"Lsm12",6.13431666411804e-109,0.335927276601836,0.961,0.853,1.15993793801808e-104,"1","Lsm12"
"Traf4",8.79963013721438e-109,0.312375819335635,0.673,0.354,1.66392206264587e-104,"1","Traf4"
"C1qbp",2.56129396765784e-108,0.353695450505852,0.998,0.948,4.8431507634442e-104,"1","C1qbp"
"Esx1",7.78370868118924e-108,0.253388873466178,0.491,0.187,1.47182147452607e-103,"1","Esx1"
"Srsf1",5.46956402365688e-107,0.331189723123978,0.977,0.84,1.03423986123328e-102,"1","Srsf1"
"Cenpa",7.29635267469713e-107,0.348772082872344,0.982,0.795,1.37966732725848e-102,"1","Cenpa"
"Hspe1",8.62310046929574e-107,0.291757134403665,1,0.998,1.63054206773913e-102,"1","Hspe1"
"Clns1a",2.84622956957671e-106,0.334144256543807,0.944,0.82,5.3819354931126e-102,"1","Clns1a"
"Mrpl33",3.16484143769931e-106,0.316613363634942,0.985,0.942,5.98439867454563e-102,"1","Mrpl33"
"Eef1b2",4.17239681329401e-106,0.254837137183345,1,0.998,7.88958513425763e-102,"1","Eef1b2"
"Klf9",4.20490717077906e-106,0.259200943653118,0.638,0.304,7.95105896922612e-102,"1","Klf9"
"Ranbp1",2.05369994815272e-105,0.302796999638293,0.999,0.987,3.88334123196198e-101,"1","Ranbp1"
"Pfas",3.65917566029978e-105,0.296002660490983,0.703,0.365,6.91913525606086e-101,"1","Pfas"
"Rbm17",5.58722850971131e-105,0.31890882588569,0.988,0.893,1.05648903890131e-100,"1","Rbm17"
"Selenoh",4.27840383358397e-104,0.270437090571555,1,0.964,8.09003380892394e-100,"1","Selenoh"
"Gar1",2.77951733742957e-103,0.320739499797196,0.987,0.849,5.25578933334557e-99,"1","Gar1"
"Ccdc58",3.82357563320987e-102,0.33673127945826,0.93,0.778,7.22999916483654e-98,"1","Ccdc58"
"Atrx",9.48647661550998e-102,0.382710259609739,0.819,0.554,1.79379786322678e-97,"1","Atrx"
"Nop58",1.12806870010479e-101,0.360393512147114,0.962,0.836,2.13306510502815e-97,"1","Nop58"
"Fam220a",2.59304732229593e-101,0.294152365321037,0.865,0.603,4.90319318172937e-97,"1","Fam220a"
"Tcof1",5.96036298465656e-101,0.312335674282224,0.93,0.684,1.12704503676871e-96,"1","Tcof1"
"Trim28",1.08676405503724e-100,0.354011388086033,0.955,0.806,2.05496215166992e-96,"1","Trim28"
"Cbx5",1.93321187324535e-100,0.332172813810475,0.948,0.775,3.65551033111964e-96,"1","Cbx5"
"Thyn1",3.95308672563731e-100,0.315568814346636,0.854,0.598,7.47489168950759e-96,"1","Thyn1"
"Sys1",4.09524559552049e-100,0.295754112358393,0.954,0.821,7.7436998965697e-96,"1","Sys1"
"Rp9",1.19907430721489e-99,0.328324936339125,0.94,0.788,2.26732960751264e-95,"1","Rp9"
"Sltm",2.02788646182453e-99,0.317141422453151,0.93,0.76,3.83453051066399e-95,"1","Sltm"
"Wdr12",2.96890296396603e-99,0.32061426220308,0.853,0.597,5.61389861456336e-95,"1","Wdr12"
"Aggf1",3.70839612587719e-99,0.294814523802746,0.848,0.575,7.01220623442117e-95,"1","Aggf1"
"Rrp1b",3.8573189828623e-99,0.292797851923276,0.829,0.54,7.29380446469432e-95,"1","Rrp1b"
"Pigyl",2.15892805189611e-98,0.319366154144271,0.785,0.513,4.08231705333036e-94,"1","Pigyl"
"Cdk2ap1",2.65152922478996e-97,0.254813612478161,0.796,0.472,5.01377661115533e-93,"1","Cdk2ap1"
"Tdg",7.31960105518533e-97,0.269421703497148,0.802,0.521,1.38406336352499e-92,"1","Tdg"
"Sephs2",1.63344514283655e-96,0.27257455582587,0.734,0.426,3.08868142058963e-92,"1","Sephs2"
"Topbp1",2.07638438839792e-96,0.286332779316475,0.845,0.562,3.92623524002163e-92,"1","Topbp1"
"Phlda2",2.63547834913392e-96,0.295819367250592,0.999,0.833,4.98342601037733e-92,"1","Phlda2"
"Alg13",2.63606967014611e-96,0.281779644668163,0.62,0.315,4.98454413927929e-92,"1","Alg13"
"Stard3nl",2.87879293735888e-95,0.288910834376317,0.82,0.568,5.44350956525191e-91,"1","Stard3nl"
"Cnbp",3.77075253086163e-95,0.293848967666375,0.999,0.973,7.13011596060625e-91,"1","Cnbp"
"Plp2",3.84522354141449e-95,0.33185832057991,0.969,0.872,7.27093319446065e-91,"1","Plp2"
"Lsm8",7.89109652288036e-95,0.319182820549741,0.973,0.863,1.49212744151145e-90,"1","Lsm8"
"Phf3",8.74984282037794e-95,0.285251018693608,0.841,0.576,1.65450777890527e-90,"1","Phf3"
"Cdca7",8.83406651862651e-95,0.25549192516073,0.749,0.419,1.67043363800709e-90,"1","Cdca7"
"Clcn3",1.09677486387e-94,0.250928307545145,0.716,0.398,2.07389159009179e-90,"1","Clcn3"
"Ddx21",1.14632090611343e-94,0.327412083789639,0.981,0.836,2.16757820136988e-90,"1","Ddx21"
"Mki67",5.77903239177422e-94,0.26907930802886,0.84,0.516,1.09275723496059e-89,"1","Mki67"
"Prrc2c",5.80233495734555e-94,0.349072911766277,0.974,0.881,1.09716351708447e-89,"1","Prrc2c"
"Coprs",1.06981410056382e-93,0.278134359025715,0.77,0.49,2.02291148275612e-89,"1","Coprs"
"Epb41l4aos",1.37382460826269e-92,0.253959093775147,0.781,0.476,2.59776495176392e-88,"1","Epb41l4aos"
"Cpne3",1.6859121103548e-92,0.306770484971382,0.737,0.467,3.18789120946989e-88,"1","Cpne3"
"Zfp706",4.05787754070243e-92,0.250574462716008,0.998,0.986,7.67304064171423e-88,"1","Zfp706"
"Wapl",4.8994108099699e-92,0.286131951015808,0.905,0.703,9.26429590057208e-88,"1","Wapl"
"Mapk14",9.12696185805571e-92,0.262448706565578,0.725,0.437,1.72581721773975e-87,"1","Mapk14"
"Lage3",1.94703356003681e-91,0.295506406840515,0.896,0.696,3.68164575867361e-87,"1","Lage3"
"Mcm4",3.53727161248926e-91,0.257005778267756,0.77,0.47,6.68862689205595e-87,"1","Mcm4"
"Strap",1.10925397290615e-90,0.311761109536429,0.97,0.891,2.09748833736825e-86,"1","Strap"
"Dhfr",1.18572546065081e-90,0.262618289635255,0.773,0.49,2.24208827354461e-86,"1","Dhfr"
"Cks2",2.54317993603012e-90,0.369978575894518,0.998,0.905,4.80889894103935e-86,"1","Cks2"
"Amd1",1.33097985038787e-89,0.288804763548551,0.798,0.551,2.51674979909842e-85,"1","Amd1"
"Sumo3",1.53805099325765e-89,0.302423916135096,0.967,0.885,2.90830062315089e-85,"1","Sumo3"
"Afdn",1.645443696293e-89,0.280088092579397,0.845,0.567,3.11136948532043e-85,"1","Afdn"
"Pebp1",3.16889247551674e-89,0.280188945432643,0.991,0.954,5.99205878195461e-85,"1","Pebp1"
"Ppa1",5.7653967912148e-89,0.403899974772282,0.947,0.819,1.09017887925081e-84,"1","Ppa1"
"Zranb2",3.36288926877162e-88,0.302417521934894,0.922,0.76,6.35888731832026e-84,"1","Zranb2"
"Snrpd2",3.81612154726871e-88,0.271484613302607,1,0.982,7.2159042337304e-84,"1","Snrpd2"
"Pabpc4",1.70418696596545e-87,0.280889315660535,0.905,0.69,3.22244713394406e-83,"1","Pabpc4"
"Cnpy2",3.26550753474331e-87,0.286862401122398,0.923,0.715,6.17474819744612e-83,"1","Cnpy2"
"Srsf7",4.96643660794637e-87,0.318480710046775,0.993,0.928,9.39103498196578e-83,"1","Srsf7"
"Anp32b",6.31608630893807e-87,0.276942931215321,1,0.991,1.1943087601571e-82,"1","Anp32b"
"Zcrb1",3.5359467341958e-86,0.281546288864905,0.979,0.92,6.68612167969083e-82,"1","Zcrb1"
"Ddx18",5.18406584135144e-86,0.314243031265131,0.948,0.84,9.80255009941143e-82,"1","Ddx18"
"Ndufs6",8.10069347380411e-86,0.2753394296325,0.995,0.955,1.53176012896162e-81,"1","Ndufs6"
"Prpf4b",1.17878155798848e-85,0.302218502848733,0.916,0.737,2.22895804800042e-81,"1","Prpf4b"
"Cacybp",1.39865090637297e-85,0.314725700513365,0.991,0.936,2.64470899886064e-81,"1","Cacybp"
"Selenof",2.54848143043824e-85,0.280955218148119,0.993,0.927,4.81892353681567e-81,"1","Selenof"
"9130401M01Rik",3.12560430541919e-85,0.269445611238605,0.894,0.673,5.91020518111715e-81,"1","9130401M01Rik"
"Higd1a",3.72737545522914e-85,0.276046447333877,0.999,0.969,7.04809424829278e-81,"1","Higd1a"
"Skp1a",8.00768868428533e-85,0.29359110984591,0.981,0.905,1.51417385331151e-80,"1","Skp1a"
"Rps4x",4.54307906358608e-84,0.31697810298031,1,0.999,8.59050820133493e-80,"1","Rps4x"
"Dbf4",8.35975026572218e-84,0.272711291574144,0.885,0.644,1.58074517774541e-79,"1","Dbf4"
"Ago2",1.06931271016561e-83,0.275622246223878,0.856,0.628,2.02196340365216e-79,"1","Ago2"
"Jtb",3.97861643413913e-83,0.271925585652039,0.899,0.709,7.52316581531369e-79,"1","Jtb"
"Srrm2",1.83482261201063e-82,0.306571141335154,0.996,0.953,3.4694660770509e-78,"1","Srrm2"
"Cdc26",2.36927323229744e-82,0.279789693635068,0.963,0.854,4.48005875495124e-78,"1","Cdc26"
"Mrps12",3.00949346624722e-82,0.275727068628615,0.985,0.912,5.69065119532687e-78,"1","Mrps12"
"Yae1d1",1.25002645738297e-81,0.255430502272545,0.832,0.587,2.36367502826545e-77,"1","Yae1d1"
"Sdhd",2.15612506850415e-81,0.297761932314384,0.9,0.697,4.07701689203449e-77,"1","Sdhd"
"Bcor",4.66342309151334e-81,0.262561077149598,0.813,0.515,8.81806672374257e-77,"1","Bcor"
"Sac3d1",1.30475193417671e-80,0.2557620117051,0.752,0.492,2.46715543233474e-76,"1","Sac3d1"
"Dtl",2.6604948496979e-80,0.265746023692404,0.788,0.482,5.03072971129377e-76,"1","Dtl"
"Adipor1",3.51089253238062e-80,0.254379483331388,0.916,0.727,6.63874668947852e-76,"1","Adipor1"
"Lsm2",5.3447437406935e-80,0.268827897538944,0.992,0.939,1.01063759392773e-75,"1","Lsm2"
"Mt2",6.34152661671323e-80,0.340339380458592,1,0.866,1.1991192679543e-75,"1","Mt2"
"Glo1",7.77385141946797e-80,0.262160085445566,0.874,0.661,1.4699575649072e-75,"1","Glo1"
"Eif6",1.05993717922758e-79,0.303692443891462,0.979,0.888,2.00423521220143e-75,"1","Eif6"
"Uhrf1",1.45414911978543e-79,0.253360941680874,0.878,0.621,2.74965057060226e-75,"1","Uhrf1"
"Hat1",7.82722393389025e-79,0.38730631067704,0.96,0.826,1.48004977365931e-74,"1","Hat1"
"1810058I24Rik",2.50147061756524e-78,0.262379457099855,0.983,0.919,4.73003079075411e-74,"1","1810058I24Rik"
"Mcm6",3.31230016264314e-78,0.265697532884207,0.868,0.625,6.26322837754192e-74,"1","Mcm6"
"Srrm1",4.0031404041728e-78,0.273022362995849,0.988,0.916,7.56953819025035e-74,"1","Srrm1"
"Hnrnpf",6.19756015988462e-78,0.255273330593831,0.995,0.971,1.17189665063258e-73,"1","Hnrnpf"
"Ndufaf4",8.52690479253825e-77,0.273641872203324,0.864,0.643,1.61235242722106e-72,"1","Ndufaf4"
"Eno1",9.50275298274218e-77,0.340923162252586,0.986,0.893,1.79687556150672e-72,"1","Eno1"
"Cdca3",1.42305063598085e-76,0.275964628296659,0.942,0.749,2.69084644757618e-72,"1","Cdca3"
"Bola3",9.35891566935706e-76,0.250125022518502,0.912,0.724,1.76967736391873e-71,"1","Bola3"
"Kpnb1",1.44711625484611e-75,0.262663869831757,0.974,0.862,2.7363521262885e-71,"1","Kpnb1"
"Prc1",2.08311891070928e-75,0.285219060091323,0.734,0.465,3.93896954826018e-71,"1","Prc1"
"Sfxn1",3.35004374857073e-75,0.271304257060382,0.937,0.78,6.33459772417239e-71,"1","Sfxn1"
"Abce1",9.43626223082015e-75,0.261025781968803,0.899,0.71,1.78430282522578e-70,"1","Abce1"
"Pbdc1",1.35327507125476e-74,0.286705057957921,0.924,0.825,2.55890783223563e-70,"1","Pbdc1"
"Ube2v2",5.34924423546519e-74,0.260896953255843,0.926,0.751,1.01148859248411e-69,"1","Ube2v2"
"Timm17a",6.16898318028066e-74,0.254288993630229,0.992,0.947,1.16649302955927e-69,"1","Timm17a"
"Gemin6",7.70985537688538e-74,0.2697395325075,0.846,0.629,1.45785655321526e-69,"1","Gemin6"
"Bptf",2.55644148872878e-73,0.271641408637843,0.841,0.617,4.83397521103724e-69,"1","Bptf"
"Rsl1d1",1.305339014795e-72,0.280002531205484,0.975,0.88,2.46826554307587e-68,"1","Rsl1d1"
"Mkrn1",3.28158870133979e-71,0.270567327537587,0.954,0.85,6.2051560753634e-67,"1","Mkrn1"
"Snrpd1",5.34463015842737e-71,0.250894109451739,0.999,0.976,1.01061611665703e-66,"1","Snrpd1"
"Rras2",6.74616006350897e-71,0.297129837833405,0.764,0.535,1.27563140640891e-66,"1","Rras2"
"Mrto4",7.28880070545032e-71,0.272817816267753,0.953,0.82,1.3782393253936e-66,"1","Mrto4"
"Chic2",7.39932546182477e-71,0.250960854775121,0.91,0.716,1.39913845157645e-66,"1","Chic2"
"Isyna1",9.39545213141843e-71,0.276940398173343,0.846,0.596,1.77658604352991e-66,"1","Isyna1"
"Phb2",1.35820583061211e-70,0.250756899567,0.999,0.969,2.56823140510444e-66,"1","Phb2"
"Gspt1",1.8224665845584e-70,0.267094598395458,0.968,0.883,3.44610206474148e-66,"1","Gspt1"
"Ppm1g",1.48658710979355e-69,0.26831394261556,0.964,0.827,2.81098756590862e-65,"1","Ppm1g"
"Wdr77",5.15808532623886e-69,0.252348013274159,0.922,0.742,9.75342354338506e-65,"1","Wdr77"
"Ndufv3",4.82119240409441e-68,0.253012714073891,0.976,0.875,9.11639271690212e-64,"1","Ndufv3"
"Hmgb2",5.11711484591576e-68,0.25962756238385,1,0.952,9.6759524621421e-64,"1","Hmgb2"
"Cenpw",6.00844397829235e-67,0.251506819564639,0.961,0.806,1.1361366718553e-62,"1","Cenpw"
"Tomm70a",6.85859181842709e-67,0.25279528938156,0.966,0.868,1.29689112694638e-62,"1","Tomm70a"
"Ppp1r2",2.07257484227577e-66,0.25443921781414,0.892,0.742,3.91903176925926e-62,"1","Ppp1r2"
"E2f4",2.25259323439903e-66,0.25304117616051,0.845,0.658,4.25942854692513e-62,"1","E2f4"
"Hnrnpd",1.88695056517416e-64,0.26658402137653,0.948,0.828,3.56803482368782e-60,"1","Hnrnpd"
"Bclaf1",5.11427145390671e-64,0.257506600006461,0.932,0.807,9.67057589219219e-60,"1","Bclaf1"
"Akr1b3",7.53190511044379e-64,0.269110746727142,0.824,0.621,1.42420793733382e-59,"1","Akr1b3"
"Fkbp4",3.56520412673437e-62,0.266358705443437,0.977,0.884,6.74144448324201e-58,"1","Fkbp4"
"Ccne1",2.73633537402356e-61,0.254025978468943,0.934,0.675,5.17413655874116e-57,"1","Ccne1"
"Gapdh",6.47544969764382e-61,0.3357292063033,1,0.999,1.22444278332747e-56,"1","Gapdh"
"Oxct1",1.21486265782603e-59,0.262619691424438,0.682,0.458,2.29718379968325e-55,"1","Oxct1"
"Pcgf5",9.5825460905755e-59,0.285979707278406,0.833,0.655,1.81196364026692e-54,"1","Pcgf5"
"Gm29666",3.76575333892461e-57,0.309970157889662,0.575,0.318,7.12066298857255e-53,"1","Gm29666"
"Slc25a4",4.96395304294508e-57,0.288445447457356,0.996,0.981,9.38633880890484e-53,"1","Slc25a4"
"Tuba1b",3.03192578181477e-56,0.296834834159941,0.999,0.979,5.73306846083356e-52,"1","Tuba1b"
"Pim3",1.89382145657814e-53,0.274012915155544,0.823,0.615,3.5810269922436e-49,"1","Pim3"
"Rps12-ps3",1.82561937103268e-51,0.303678979065115,0.976,0.843,3.45206366868569e-47,"1","Rps12-ps3"
"Gga2",2.38865238666563e-46,0.267582719693443,0.856,0.7,4.51670279794603e-42,"1","Gga2"
"Wfdc2",6.06435088173043e-33,0.276508050211466,0.778,0.554,1.14670810822641e-28,"1","Wfdc2"
"Cldn31",0,0.891082684938366,0.903,0.193,0,"2","Cldn3"
"Bcam",0,0.850474502147188,0.915,0.104,0,"2","Bcam"
"Ddah21",0,0.823981658423597,0.896,0.19,0,"2","Ddah2"
"Cldn41",0,0.599797806468076,0.829,0.133,0,"2","Cldn4"
"Rhox4d",0,0.530425001045756,0.73,0.121,0,"2","Rhox4d"
"Erf1",0,0.445125505862627,0.725,0.108,0,"2","Erf"
"Irx41",0,0.371911725026561,0.555,0.047,0,"2","Irx4"
"Tbx3",1.86217407257916e-306,0.28028308886906,0.422,0.036,3.52118495383994e-302,"2","Tbx3"
"Crb3",2.42271752854468e-290,0.475040111437123,0.735,0.122,4.58111657472514e-286,"2","Crb3"
"Pcdh1",4.46602212558868e-289,0.25935290085935,0.488,0.052,8.44480123727563e-285,"2","Pcdh1"
"Rab25",1.14960067637506e-288,0.33312541062475,0.521,0.061,2.17377991895761e-284,"2","Rab25"
"Msx2",1.10073316581421e-279,0.283939398924072,0.412,0.038,2.08137634323809e-275,"2","Msx2"
"Crip1",1.61323769165231e-273,1.2348442449557,0.976,0.374,3.05047115114535e-269,"2","Crip1"
"Bcl9l",8.31628817115565e-273,0.559471927565961,0.832,0.179,1.57252693028382e-268,"2","Bcl9l"
"St14",1.29762354290715e-271,0.454270985557464,0.694,0.125,2.45367635728312e-267,"2","St14"
"Epb41l4b",2.37656530886102e-266,0.256347267043203,0.457,0.051,4.4938473425253e-262,"2","Epb41l4b"
"Id31",1.4309522484738e-265,0.942722645957845,0.827,0.197,2.70578760663911e-261,"2","Id3"
"Wnt4",5.4374379754204e-263,0.305196330622436,0.476,0.056,1.02816514677224e-258,"2","Wnt4"
"Pycard",3.53093932804317e-261,0.725344799230688,0.713,0.147,6.67665317539683e-257,"2","Pycard"
"Aes1",2.37444793956048e-243,0.657459961955635,0.87,0.251,4.48984360891491e-239,"2","Aes"
"Cdh11",6.51994214204338e-236,0.767038422273804,0.943,0.311,1.23285585963898e-231,"2","Cdh1"
"Mdk1",1.2674630293892e-232,1.20138339475083,0.993,0.443,2.39664584227204e-228,"2","Mdk"
"Camsap3",2.72655220319109e-232,0.320764815211843,0.585,0.095,5.15563756101403e-228,"2","Camsap3"
"AU0158361",1.92370640568036e-227,0.636509368751984,0.877,0.262,3.637536442501e-223,"2","AU015836"
"Cyba",2.66624622647748e-220,1.09588048055627,0.953,0.4,5.04160498964627e-216,"2","Cyba"
"Ski",6.80105547811366e-201,0.382933794417725,0.678,0.153,1.28601158035651e-196,"2","Ski"
"Cldn71",1.3415745945985e-182,0.799099660393389,0.972,0.419,2.5367834009263e-178,"2","Cldn7"
"Phf19",2.39159555835032e-179,0.35405295706262,0.588,0.125,4.52226804128462e-175,"2","Phf19"
"Aif1l",7.07788490569235e-179,0.563261653625468,0.787,0.238,1.33835725681737e-174,"2","Aif1l"
"Cldn61",1.63410365408774e-174,0.381711726550376,0.555,0.105,3.08992659951451e-170,"2","Cldn6"
"Spint1",1.80274699801978e-174,0.499171488587367,0.839,0.29,3.4088142985556e-170,"2","Spint1"
"Tmem79",3.07041968957104e-170,0.255756259100689,0.488,0.087,5.80585659100988e-166,"2","Tmem79"
"Id11",1.7250065081747e-167,0.378484231876131,0.73,0.184,3.26181480630754e-163,"2","Id1"
"Rhox4e",1.18950529029268e-165,0.354006514735658,0.569,0.126,2.24923555341442e-161,"2","Rhox4e"
"Cxadr",1.44158570596556e-165,0.292910305819994,0.505,0.096,2.72589441141027e-161,"2","Cxadr"
"Bex11",1.36605270970925e-162,0.989331980776472,1,0.796,2.58306906878921e-158,"2","Bex1"
"Pcbd1",1.87623359611363e-157,0.543482893910854,0.758,0.26,3.54777010689127e-153,"2","Pcbd1"
"Vgll1",2.2637325616211e-157,0.35782029553336,0.704,0.195,4.28049190076934e-153,"2","Vgll1"
"Epcam1",5.22440605858838e-157,0.764727575569745,0.995,0.769,9.87882941618477e-153,"2","Epcam"
"Grb7",7.00030088188998e-155,0.384729768929224,0.718,0.221,1.32368689375658e-150,"2","Grb7"
"Anp32a1",3.78117370914252e-149,0.637692888382837,0.898,0.444,7.1498213666176e-145,"2","Anp32a"
"Reep6",1.03344220192059e-148,0.473336323044798,0.699,0.203,1.95413585961164e-144,"2","Reep6"
"Tcf7l11",1.40280891221404e-148,0.474783810429344,0.791,0.273,2.65257137210552e-144,"2","Tcf7l1"
"Chchd10",1.06130319599878e-147,0.705194219640282,0.998,0.938,2.00681821331409e-143,"2","Chchd10"
"Tjp3",1.16088471624698e-147,0.274190023993065,0.5,0.106,2.19511690995141e-143,"2","Tjp3"
"Slc29a1",3.35262728961542e-146,0.537099565219057,0.853,0.375,6.3394829419338e-142,"2","Slc29a1"
"Dgat21",2.61898014995951e-141,0.53341746388828,0.841,0.379,4.95222956555843e-137,"2","Dgat2"
"Cox4i1",3.52825573973351e-139,0.462803440514804,1,0.999,6.67157877826209e-135,"2","Cox4i1"
"Cic",1.12180957503698e-138,0.325783487991466,0.635,0.179,2.12122972543743e-134,"2","Cic"
"Cyc1",3.37719117888833e-136,0.614457927631596,1,0.907,6.38593080015994e-132,"2","Cyc1"
"Ptprf1",5.12602142148956e-136,0.548941528512357,0.927,0.48,9.69279390589461e-132,"2","Ptprf"
"Egfl71",1.89022005407518e-135,0.495561329756449,0.77,0.292,3.57421710025077e-131,"2","Egfl7"
"Minos1",3.86434381111167e-134,0.549442176656736,1,0.994,7.30708771243106e-130,"2","Minos1"
"Sall41",6.97827632844951e-133,0.469475150301355,0.78,0.287,1.31952227094652e-128,"2","Sall4"
"Spint2",5.03624103402322e-131,0.59368903764296,0.993,0.801,9.5230281712345e-127,"2","Spint2"
"Wfdc21",4.33466893197278e-130,0.859648443588612,0.919,0.556,8.19642548346732e-126,"2","Wfdc2"
"Fam195a",1.21506964723377e-129,0.545473303204931,0.886,0.475,2.29757519595433e-125,"2","Fam195a"
"Uqcr11",1.32337324020652e-129,0.499252123994574,1,0.989,2.5023664599065e-125,"2","Uqcr11"
"Fkbp41",1.29928315735397e-128,0.6084845778085,0.995,0.887,2.45681452224062e-124,"2","Fkbp4"
"Rbm381",8.10836514004677e-127,0.601876188213895,0.957,0.587,1.53321076433144e-122,"2","Rbm38"
"Sh3glb2",6.40456105496254e-125,0.478735207591872,0.834,0.369,1.21103844988287e-120,"2","Sh3glb2"
"Sdc41",1.61491542762647e-122,0.307083474072663,0.611,0.168,3.0536435820989e-118,"2","Sdc4"
"Bspry1",1.65632248325654e-122,0.358899001308348,0.652,0.206,3.1319401835898e-118,"2","Bspry"
"Mtss1l",8.85907456720486e-122,0.367309925215952,0.637,0.199,1.67516240991277e-117,"2","Mtss1l"
"Iffo2",5.73192613593109e-120,0.395385407597711,0.735,0.285,1.08384991304321e-115,"2","Iffo2"
"Rcc2",1.43987964900124e-118,0.536913479310507,0.927,0.562,2.72266842829645e-114,"2","Rcc2"
"Nme1",2.71863674565757e-118,0.473239519229943,1,0.986,5.1406702223639e-114,"2","Nme1"
"Zfp593",3.74658983392049e-116,0.555221533297706,0.957,0.727,7.08442671696025e-112,"2","Zfp593"
"Mdh1",9.96407711282902e-116,0.607110539036765,0.976,0.806,1.88410734126484e-111,"2","Mdh1"
"Mrpl34",3.04217431167281e-115,0.518793515361376,0.983,0.89,5.75244740594212e-111,"2","Mrpl34"
"Atp6v1f",1.43746439983509e-114,0.459597808405148,1,0.971,2.71810143364817e-110,"2","Atp6v1f"
"1700017B05Rik",2.84525412570963e-114,0.487601503619212,0.877,0.474,5.38009102630435e-110,"2","1700017B05Rik"
"Nedd41",8.43132563903106e-114,0.512950958707631,0.96,0.679,1.59427936508438e-109,"2","Nedd4"
"Comtd1",1.31747241969177e-112,0.441241714022832,0.801,0.374,2.49120859839516e-108,"2","Comtd1"
"Ndufs61",1.4141574416047e-112,0.456114687402364,1,0.956,2.67403030633033e-108,"2","Ndufs6"
"Rps6ka61",2.63181276743652e-112,0.422231958060603,0.706,0.27,4.97649476194571e-108,"2","Rps6ka6"
